pr,title,action,release_tag,rep_commit,rep_ymd,rep_order,commits,files,insertions,deletions,churn,start_date,end_date,topdirs,subsys,arch
1257,util: Bump urllib3 in gem5-resource-manager,更新/依赖,v24.0.0.0,e88f0944e309e04800eefe4f03ce23e35a3c7fe5,2024-06-18,2565,1,1,1,1,2,2024-06-18T11:05:13-07:00,2024-06-18T11:05:13-07:00,util,util,
1267,tests: Fix x86_boot_exit_run.py 'set_max_ticks' typo,测试,v24.0.0.0,25d614e4cef0b3db544ac3ae75fbff8c662a500e,2024-06-20,2566,1,1,1,1,2,2024-06-20T00:31:23-07:00,2024-06-20T00:31:23-07:00,tests,tests,
1262,stdlib: Add function to append kernel args,新增/支持,v24.0.0.0,943daeb603aac2270618ba16d5c9ce19be6806e5,2024-06-20,2567,1,1,8,0,8,2024-06-20T09:14:55-07:00,2024-06-20T09:14:55-07:00,src,python,
1263,"gpu-compute,mem,systemc: This commit corrects typos of 'cache'",其他,v24.0.0.0,9fb0b188637608281cf2d917c24d46f3e4ba8168,2024-06-20,2568,1,4,4,4,8,2024-06-20T09:45:13-07:00,2024-06-20T09:45:13-07:00,src,"gpu-compute, mem/cache, mem, src",
1261,configs: Check before use replacement policy options,其他,v24.0.0.0,ed860dfe5489457df1d8631944d33e5b918deb2f,2024-06-20,2569,1,1,6,3,9,2024-06-20T09:50:29-07:00,2024-06-20T09:50:29-07:00,configs,configs,
1258,"cpu,stdlib: Fix Access Trace for Accessing Indices in SpatterGen",修复/纠错,v24.0.0.0,7ff1e381c98faeafd02a90269969d3c59cee94df,2024-06-20,2570,1,4,50,8,58,2024-06-20T11:24:44-07:00,2024-06-20T11:24:44-07:00,src,"cpu, python",
1266,cpu: Fix `std::min` type mismatch in reg_class.hh,修复/纠错,v24.0.0.0,7137b73ca0625f3245736138c91f3627226fba56,2024-06-20,2571,1,1,1,1,2,2024-06-20T13:02:08-07:00,2024-06-20T13:02:08-07:00,src,cpu,
1264,arch-riscv: Fix TLB lookup with vaddrs,修复/纠错,v24.0.0.0,013f773d3145a2a8985b30158935ecbb27a186cf,2024-06-20,2572,1,5,112,33,145,2024-06-20T13:24:50-07:00,2024-06-20T13:24:50-07:00,src,arch,riscv
1273,stdlib: Getter method to get monolith range.,其他,v24.0.0.0,30bfdc8e525a7106f66c200b57e5a1d16f573844,2024-06-21,2585,2,2,24,0,24,2024-06-21T02:23:58-07:00,2024-06-21T02:26:50-07:00,src,python,
1272,Adding an example for Spatter,其他,v24.0.0.0,21bd1c28abf4684e8ac3bad1e550cc431e0a42a9,2024-06-21,2586,2,4,638,88,726,2024-06-21T02:23:41-07:00,2024-06-21T02:26:58-07:00,"configs, src","configs, python",
1284,resources: Update client_query to trim gem5 version,更新/依赖,v24.0.0.0,241b8a09df1e09e4686c25079c04465e212e0091,2024-06-25,2605,2,1,8,2,10,2024-06-25T09:01:36-07:00,2024-06-25T09:04:13-07:00,src,python,
1287,resources: fix check for additional_params for workloads,修复/纠错,v24.1.0.0,f68f4dd390f194fa2c1d9ab38846c36d9869214c,2024-06-26,2578,1,0,0,0,0,2024-06-26T09:08:45-05:00,2024-06-26T09:08:45-05:00,,,
1279,arch-arm: This commit fixes a typo in the ARM ldaddalx instruction,其他,v24.1.0.0,3ce5e0584af9019693aff72b2b6b12c76e3bc3df,2024-06-26,2579,1,2,8,8,16,2024-06-26T09:03:50-07:00,2024-06-26T09:03:50-07:00,src,arch,arm
1290,"stdlib,tests: Update resources to v24.0 in Pyunit test",测试,v24.0.0.0,b471d5f3826505c05904b7694fbd61ccd2beea2f,2024-06-27,2612,1,6,55,28,83,2024-06-27T05:48:48-07:00,2024-06-27T05:48:48-07:00,tests,tests,
1289,resources: Update elfie.py to work with obtain_resources,更新/依赖,v24.0.0.0,3acb6e59cf8325be3e2bd9f6a70a922f2399e9fa,2024-06-27,2613,1,2,29,2,31,2024-06-27T20:02:57-07:00,2024-06-27T20:02:57-07:00,src,python,
1274,misc: Merge v24.0 release staging branch to stable,其他,v24.0.0.0,43769abaf05120fed1e4e0cfbb34619edbc10f3f,2024-06-27,2614,1,0,0,0,0,2024-06-27T23:22:40-07:00,2024-06-27T23:22:40-07:00,,,
1295,misc: Merge stable into develop (v24.0 release),其他,v24.1.0.0,ca4897897c3605d517c7936efdd49122eb6c0efb,2024-06-27,2619,1,0,0,0,0,2024-06-27T23:45:25-07:00,2024-06-27T23:45:25-07:00,,,
1260,"gpu-compute,mem-ruby: Add RubyHitMiss flag for TCP and TCC cache",新增/支持,v24.1.0.0,04a3fd5b5ded988d3c1d2e7fe91e62fadc3a98b9,2024-06-30,2624,1,0,0,0,0,2024-06-30T13:32:01-05:00,2024-06-30T13:32:01-05:00,,,
1305,"misc, tests: Fix missing 's' in GPU tests",测试,v24.1.0.0,e5414a80a39fa90cb9afe9b8213775c735bad76e,2024-07-01,2625,1,1,2,2,4,2024-07-01T07:37:32-07:00,2024-07-01T07:37:32-07:00,.github,.github,
1307,misc: Add 'scheduler.yaml' workflow,CI,v24.1.0.0,3142464ff7bcd7b0fe05d728a55590e6c7edd74d,2024-07-01,2626,1,4,94,73,167,2024-07-01T12:36:56-07:00,2024-07-01T12:36:56-07:00,.github,.github,
1310,"misc,github,tests: Attempt Fixes for flakey Daily Tests",测试,v24.1.0.0,093e3afc81b62aabc39e86b93e3e27fbb46a3b95,2024-07-01,2629,1,0,0,0,0,2024-07-01T15:26:32-07:00,2024-07-01T15:26:32-07:00,,,
1306,"misc, tests: Fix missing 's' in GPU tests",测试,v24.0.0.1,a7645cdf20effbef03e0ec0401807b63e3282c87,2024-07-01,2700,1,1,2,2,4,2024-07-01T07:53:52-07:00,2024-07-01T07:53:52-07:00,.github,.github,
1308,misc: Add scheduler.yaml,新增/支持,v24.0.0.1,bb418d41eb6d87c0a0591869097005c16420c6aa,2024-07-01,2701,1,1,91,0,91,2024-07-01T12:40:16-07:00,2024-07-01T12:40:16-07:00,.github,.github,
1303,arch-arm: Implement FEAT_XS,新增/支持,v24.1.0.0,b28659d4f9f7c1cf67aedf81649d6a4745401e30,2024-07-02,2630,1,14,2113,454,2567,2024-07-02T08:52:59+01:00,2024-07-02T08:52:59+01:00,src,arch,arm
1304,arch-arm: support 64-bit PMCCNTR from AArch32,新增/支持,v24.1.0.0,d5c0383887483f59c339545e26fe62868d0fb5dd,2024-07-02,2631,1,1,1,0,1,2024-07-02T08:59:44+01:00,2024-07-02T08:59:44+01:00,src,arch,arm
1313,arch-arm: Properly implement IPASpace in the MMU,新增/支持,v24.1.0.0,6ebc6dd99872370c90d588758424b62bf1065a8b,2024-07-03,2636,1,0,0,0,0,2024-07-03T08:20:53+01:00,2024-07-03T08:20:53+01:00,,,
1309,misc: bump mypy from 1.10.0 to 1.10.1,更新/依赖,v24.1.0.0,baf2a9b9175fc4d0332ba2e7286664b8a4edcb1f,2024-07-03,2637,1,1,1,1,2,2024-07-03T09:59:19-07:00,2024-07-03T09:59:19-07:00,requirements.txt,requirements.txt,
1322,arch-arm: MISCREG_AT_S1E2R/W are executable from S state,其他,v24.1.0.0,c9d91089781233d91c0d8ecc8e2b2ec89b91ed1e,2024-07-04,2638,1,1,2,2,4,2024-07-04T09:37:17+01:00,2024-07-04T09:37:17+01:00,src,arch,arm
1323,arch-arm: Implement FEAT_TTST,新增/支持,v24.1.0.0,d825103df20fd7a9fe0ad9587945c145b7cff31d,2024-07-04,2639,1,5,58,21,79,2024-07-04T09:37:41+01:00,2024-07-04T09:37:41+01:00,src,arch,arm
1328,systemc: Use headerDelay in timing annotation,其他,v24.1.0.0,77528d192885d2778e65cbabb97faef83b68b2b0,2024-07-05,2640,1,4,4,4,8,2024-07-05T09:05:24-07:00,2024-07-05T09:05:24-07:00,"src, util","src, util",
1135,arch-riscv: add agnostic option to vector tail/mask policy for mem and arith instructions,新增/支持,v24.1.0.0,d20512c291c54b8d0d366b040ebd9b076deacfaa,2024-07-08,2643,1,0,0,0,0,2024-07-08T11:47:11-07:00,2024-07-08T11:47:11-07:00,,,
1291,arch-riscv: Fix setRegs from GDB failed after #1099,修复/纠错,v24.1.0.0,d54dcac3933bcf6c4d9e7fd1236e9cba058578e1,2024-07-09,2644,1,1,6,8,14,2024-07-09T15:55:35-07:00,2024-07-09T15:55:35-07:00,src,arch,riscv
1285,cpu: Add cpuIdlePins to indicate the threadContext of CPU is idle,新增/支持,v24.1.0.0,ce8db858677d8e66f46ba76f0637aee67f550c22,2024-07-10,2645,1,3,29,0,29,2024-07-10T10:36:37+01:00,2024-07-10T10:36:37+01:00,src,cpu,
1312,arch-riscv: add rv32 option to FS Linux config file,新增/支持,v24.1.0.0,2b902b0aec25c71119699ad58d8e260263e8195b,2024-07-10,2646,1,1,10,0,10,2024-07-10T11:41:48-07:00,2024-07-10T11:41:48-07:00,configs,configs,
1340,arch-riscv: fix initialization for some vector reduction insts,修复/纠错,v24.1.0.0,8dde32d2dca1eb7bf9618cf2f1d5bfa62cf5585b,2024-07-10,2647,1,1,3,3,6,2024-07-10T22:08:49-07:00,2024-07-10T22:08:49-07:00,src,arch,riscv
1343,util: Update gem5-resources-manager,更新/依赖,v24.1.0.0,ebfb8999cb2c6a3ef87146515dd2cc5d097bc7bc,2024-07-11,2648,1,1,2,2,4,2024-07-11T07:19:11-07:00,2024-07-11T07:19:11-07:00,util,util,
1347,arch-riscv: Update local interrupts citation,更新/依赖,v24.1.0.0,5e5e8fb9c6ceaade4bc3f89d37d5f1b922008064,2024-07-12,2649,1,1,12,11,23,2024-07-12T20:51:49-07:00,2024-07-12T20:51:49-07:00,src,arch,riscv
1346,arch-riscv: Overwrite getEMI() for timing expr,其他,v24.1.0.0,9b8c84cb5d2f71b5af4329f9ff6cdad380a6225c,2024-07-12,2650,1,1,2,0,2,2024-07-12T20:52:24-07:00,2024-07-12T20:52:24-07:00,src,arch,riscv
1275,mem: Change long in src/mem/physical.cc to int64_t,其他,v24.1.0.0,aaa6566548f2e45b14e4a6384a94b2f579ee7739,2024-07-18,2651,1,1,4,18,22,2024-07-18T10:12:24-07:00,2024-07-18T10:12:24-07:00,src,mem,
1327,"arch,arch-arm: Fix remaining implicit float conversion warnings in .isa",修复/纠错,v24.1.0.0,fc59109429079c2a7bfa0e030a5a80ecc3920af0,2024-07-18,2652,1,3,21,5,26,2024-07-18T10:43:12-07:00,2024-07-18T10:43:12-07:00,src,arch,"arm, isa_parser"
1361,"tests,misc: Sync .github dir develop -> stable",测试,v24.0.0.1,b88f814e633f879b71c636a6631f92b944017d5d,2024-07-18,2702,1,3,11,98,109,2024-07-18T12:11:42-07:00,2024-07-18T12:11:42-07:00,.github,.github,
1360,python: move cache coherence protocol check above imports,重命名/迁移,v24.1.0.0,b6f8ecb1beba40c1085d75b52a1476fdfc2cdd21,2024-07-22,2653,1,4,16,14,30,2024-07-22T09:34:04-07:00,2024-07-22T09:34:04-07:00,src,python,
1331,arch-riscv: Improve widening/narrowing vectors overlap check,其他,v24.1.0.0,82c91e8edbea56d146b6ce28b8cc541c9bc16768,2024-07-22,2658,1,0,0,0,0,2024-07-22T10:54:02-07:00,2024-07-22T10:54:02-07:00,,,
1369,"misc,tests: Attempt fix daily downloads",测试,v24.1.0.0,97f6f3c4dafec239258be82a0e8d6eb23b741ec7,2024-07-22,2659,1,1,10,4,14,2024-07-22T11:44:39-07:00,2024-07-22T11:44:39-07:00,.github,.github,
1373,"misc,tests: Second attempt at fixing Daily test",测试,v24.1.0.0,e7d1c90aeb5097ea3c70ffc3f25dbede663f98b4,2024-07-23,2660,1,1,1,1,2,2024-07-23T10:21:53-07:00,2024-07-23T10:21:53-07:00,.github,.github,
1366,arch-vega: Multiple SOPC fixes,其他,v24.1.0.0,7dae1a1d25c01a9a56743222f2985d76d6e8f244,2024-07-23,2661,1,1,5,5,10,2024-07-23T12:45:52-07:00,2024-07-23T12:45:52-07:00,src,arch,amdgpu
1375,"misc,tests: Third attempt at fixing Daily test",测试,v24.1.0.0,7722f84d1e5a45228d359800ea4566896c4ecd43,2024-07-24,2662,1,1,1,1,2,2024-07-24T05:41:22-07:00,2024-07-24T05:41:22-07:00,.github,.github,
1379,arch-vega: Fix unconditional clamps in VOP3,修复/纠错,v24.1.0.0,a7bc4ca19a11dee74332669a62c9a010484b38f9,2024-07-25,2663,1,1,9,3,12,2024-07-25T08:06:00-07:00,2024-07-25T08:06:00-07:00,src,arch,amdgpu
1382,Revert daily test changes,测试,v24.1.0.0,b3b289ae81469df226ed4c19b83179b0d5e9c64d,2024-07-25,2667,1,0,0,0,0,2024-07-25T23:09:16-07:00,2024-07-25T23:09:16-07:00,,,
1378,"arch-vega: Improve SDWA, SDWAB, and DPP",其他,v24.1.0.0,37ca94450a6a5314ec5998fbf4adb7d9b37c83fb,2024-07-26,2672,1,0,0,0,0,2024-07-26T07:12:10-07:00,2024-07-26T07:12:10-07:00,,,
1383,"misc,tests: Rm gem5 binary pre-build from dailys",测试,v24.1.0.0,b11718536e886506b23103020ae2d2d1ff0fe337,2024-07-26,2673,1,1,5,73,78,2024-07-26T09:35:08-07:00,2024-07-26T09:35:08-07:00,.github,.github,
1386,tests: remove dependant job,测试,v24.1.0.0,679000f91dd50d67632cfbd46ff2886458c4f3ea,2024-07-26,2674,1,1,0,2,2,2024-07-26T16:36:35-07:00,2024-07-26T16:36:35-07:00,.github,.github,
1390,arch-arm: return 64-bit cycle counter for MISCREG_PMCCNTR,其他,v24.1.0.0,b51927e7a8fd88feb2c3959538928c8cf20deeb6,2024-07-29,2675,1,1,1,3,4,2024-07-29T16:57:48+01:00,2024-07-29T16:57:48+01:00,src,arch,arm
1388,arch-arm: Add support for AArch32 PMEVCNTR*/PMEVTYPER*/PMCCFILTR,新增/支持,v24.1.0.0,b23a4c7806b673513fda1a71e921e2803f0725e6,2024-07-29,2676,1,4,109,29,138,2024-07-29T18:22:00+01:00,2024-07-29T18:22:00+01:00,src,arch,arm
1391,configs: GPUFS: Disable KVM perf counters by default,其他,v24.1.0.0,ddc9a18536337455cc83a4328c724217e835b2cd,2024-07-29,2677,1,2,11,7,18,2024-07-29T12:26:10-07:00,2024-07-29T12:26:10-07:00,configs,configs,
1389,arch: Dump semihosting write buffer in debug output,其他,v24.1.0.0,b64aa0b9b3122baa23900d411666d0b1e3c5544d,2024-07-30,2678,1,1,3,0,3,2024-07-30T09:39:05+01:00,2024-07-30T09:39:05+01:00,src,arch,generic
1342,"arch,cpu: Implement generic reset method for MMU",新增/支持,v24.1.0.0,c13f895af0ded0d4782baaec55d13d0826a88baf,2024-07-30,2679,1,3,11,2,13,2024-07-30T09:47:55+01:00,2024-07-30T09:47:55+01:00,src,"arch, cpu",generic
1395,misc: Remove GCN3 from maintainers,移除/弃用,v24.1.0.0,7d4febcce342244bdffd3706b98429a969bf428b,2024-07-30,2680,1,1,0,6,6,2024-07-30T10:08:08-07:00,2024-07-30T10:08:08-07:00,MAINTAINERS.yaml,MAINTAINERS.yaml,
1329,sim: Add error message for kernel exceeding memory size,新增/支持,v24.1.0.0,2bfafa726fedd5ac588bdc85a9ef6b4813dd038f,2024-07-30,2681,1,1,14,4,18,2024-07-30T19:39:41-07:00,2024-07-30T19:39:41-07:00,src,sim,
1319,arch-riscv: Fix implicit int-to-float conversion in .isa files,修复/纠错,v24.1.0.0,267817eaa1c12a005a8370f63d993cf7c029a4b4,2024-07-31,2682,1,2,7,5,12,2024-07-31T04:24:54-07:00,2024-07-31T04:24:54-07:00,src,arch,riscv
1408,misc: bump pre-commit from 3.7.1 to 3.8.0,更新/依赖,v24.1.0.0,217def7bf972f66693ae188e77af80973c4c5c73,2024-08-02,2683,1,1,1,1,2,2024-08-02T07:25:30-07:00,2024-08-02T07:25:30-07:00,requirements.txt,requirements.txt,
1410,mem: Fix name() helper for DRAM rank,修复/纠错,v24.1.0.0,d2c8754ab3b72e52a07d62662de0120b941f1ae5,2024-08-03,2684,1,1,5,1,6,2024-08-03T22:49:59+01:00,2024-08-03T22:49:59+01:00,src,mem,
1411,misc: update GPU maintainters,更新/依赖,v24.1.0.0,a4cb466457fe866e50c57c1418aebe51e0baf6a8,2024-08-05,2685,1,1,3,0,3,2024-08-05T09:30:27-07:00,2024-08-05T09:30:27-07:00,MAINTAINERS.yaml,MAINTAINERS.yaml,
1407,misc: bump mypy from 1.10.1 to 1.11.1,更新/依赖,v24.1.0.0,7b1948c18c78350451317ad0a82a8dad46c97c92,2024-08-05,2686,1,1,1,1,2,2024-08-05T12:18:38-07:00,2024-08-05T12:18:38-07:00,requirements.txt,requirements.txt,
1413,gpu-compute: update GPUKernelInfo print to print WG number,更新/依赖,v24.1.0.0,ba455e202537834dc25d3d8181268c8a443eb63f,2024-08-05,2687,1,1,2,1,3,2024-08-05T12:43:41-07:00,2024-08-05T12:43:41-07:00,src,gpu-compute,
1412,gpu-compute: fix typo in GPUMem debug print,修复/纠错,v24.1.0.0,edd73bd330401df78f4a0bae6b8dbf0332236224,2024-08-05,2688,1,1,1,1,2,2024-08-05T12:44:13-07:00,2024-08-05T12:44:13-07:00,src,gpu-compute,
1406,arch-riscv: Move pmpReset implementation to MMU::reset(),重命名/迁移,v24.1.0.0,5df08fdb0813ebf32c89a71adba10f6b90525921,2024-08-05,2689,1,2,11,6,17,2024-08-05T14:21:48-07:00,2024-08-05T14:21:48-07:00,src,arch,riscv
1374,"mem: Fix ""Need is_secure arg"" prefetcher crash",修复/纠错,v24.1.0.0,bd53bad5cf32b4abbdec6062609e5ae9b4cf47bd,2024-08-06,2695,1,0,0,0,0,2024-08-06T13:01:40-07:00,2024-08-06T13:01:40-07:00,,,
1417,misc: Fix typo in multisim code snippet,修复/纠错,v24.1.0.0,ba704a01b21c7b80a1ddcd268a7214aa46fd72fd,2024-08-06,2696,1,1,1,1,2,2024-08-06T13:54:16-07:00,2024-08-06T13:54:16-07:00,RELEASE-NOTES.md,RELEASE-NOTES.md,
1282,misc: Change devcontainer for isca tutorial and bootcamp,文档/示例,v24.1.0.0,bb290aaff5c197e3755fc51404089fe7d820e716,2024-08-06,2699,1,0,0,0,0,2024-08-06T19:45:48-07:00,2024-08-06T19:45:48-07:00,,,
1424,misc: Stable merge to dev,其他,v24.1.0.0,bbc49aa914d206323fcdcacf43d3209b12267c89,2024-08-06,2704,1,0,0,0,0,2024-08-06T21:02:35-07:00,2024-08-06T21:02:35-07:00,,,
1415,"util-docker,tests: Up clang support: >=v10",测试,v24.1.0.0,811e8c0fb4dafc575015e76b1458fab84f9a6f2b,2024-08-07,2706,1,0,0,0,0,2024-08-07T00:38:08-07:00,2024-08-07T00:38:08-07:00,,,
1385,Updating hex addr printing,其他,v24.1.0.0,bd228af5cf8618e4c8da2d6ca7f1f7da8bc590c3,2024-08-07,2707,1,7,7,7,14,2024-08-07T02:31:21-07:00,2024-08-07T02:31:21-07:00,src,cpu,
1431,gpu-compute: fix GPU TLB outstandingReqs vs. associativity,修复/纠错,v24.1.0.0,86f7fae86bb02a6e3f227db9887570e8b5e575ff,2024-08-07,2709,1,0,0,0,0,2024-08-07T21:37:36-05:00,2024-08-07T21:37:36-05:00,,,
1316,arch-riscv: use sign-extend for all address generation,其他,v24.1.0.0,ce07203c5fb26ef30d4e70cf1d8c69846905def7,2024-08-08,2710,1,6,70,52,122,2024-08-08T08:41:35-07:00,2024-08-08T08:41:35-07:00,src,arch,riscv
1428,misc: Update GitHub badge links,CI,v24.1.0.0,ba0c3cc29a61d554659ac89a2522e6489996d0a9,2024-08-08,2711,1,1,3,3,6,2024-08-08T08:44:26-07:00,2024-08-08T08:44:26-07:00,README.md,README.md,
1430,dev-amdgpu: Fix issues found by address sanitizer,修复/纠错,v24.1.0.0,85c48a36ec3e8cd8b9534c7c2d9cc9c33034623a,2024-08-08,2715,1,0,0,0,0,2024-08-08T11:14:50-07:00,2024-08-08T11:14:50-07:00,,,
1416,Updating Traffic Generators,其他,v24.1.0.0,33e3bc4ff15e9b1c40cf287c41b87dd3ced661f6,2024-08-08,2716,1,8,81,14,95,2024-08-08T12:46:10-07:00,2024-08-08T12:46:10-07:00,src,"python, cpu",
1426,util: Fix MongoDB script requirements.txt,修复/纠错,v24.1.0.0,8593f69f0a489dfd8d32cc95d88ccd063d5ee39d,2024-08-08,2717,1,1,1,2,3,2024-08-08T13:01:29-07:00,2024-08-08T13:01:29-07:00,util,util,
1425,misc: v24.0.0.1 Hotfix release,其他,v24.0.0.1,b1a44b89c7bae73fae2dc547bc1f871452075b85,2024-08-08,3088,1,0,0,0,0,2024-08-08T14:15:18-07:00,2024-08-08T14:15:18-07:00,,,
1404,"mem-ruby,sim-se: Clear LL/SC locks after functional writes",其他,v24.1.0.0,b8001a861b8398d9288807dbec7eef269a72954e,2024-08-09,2718,1,1,3,0,3,2024-08-09T09:30:37-07:00,2024-08-09T09:30:37-07:00,src,mem,
1364,arch-riscv: Extend wfi behavior,其他,v24.1.0.0,e980780efd690477666afc13b6633c8348dbcf59,2024-08-09,2719,1,4,43,5,48,2024-08-09T11:28:15-07:00,2024-08-09T11:28:15-07:00,src,arch,riscv
1445,arch-vega: Swizzle multi-dword scratch requests,其他,v24.1.0.0,7d46c5066356074ccd9f9e1fe9e7aee277cfb15f,2024-08-12,2720,1,4,143,22,165,2024-08-12T06:58:48-07:00,2024-08-12T06:58:48-07:00,src,"arch, gpu-compute",amdgpu
1451,arch-vega: Update microscaling format scaling and denorm handling,更新/依赖,v24.1.0.0,c359b53a19bb969f11300a33f1f547364c02da7b,2024-08-12,2724,1,0,0,0,0,2024-08-12T07:00:26-07:00,2024-08-12T07:00:26-07:00,,,
1420,arch-arm: Fix incorrect behaviour of VFNMS and VFNMA,修复/纠错,v24.1.0.0,f6f547fb6241cdc80d26fee772f7afd31ab909ea,2024-08-13,2725,1,1,1,1,2,2024-08-13T09:05:52+01:00,2024-08-13T09:05:52+01:00,src,arch,arm
1459,"misc,tests: Fix compiler tests (add missing `,`)",测试,v24.1.0.0,3640559a129fbde16d6687b9689a2bde2f319479,2024-08-13,2726,1,1,1,1,2,2024-08-13T06:54:12-07:00,2024-08-13T06:54:12-07:00,.github,.github,
1449,mem: Stride Prefetcher Fix,修复/纠错,v24.1.0.0,629bf84e10c04f62a2358b067667820ad5b9173f,2024-08-14,2727,1,3,28,7,35,2024-08-14T07:16:10-07:00,2024-08-14T07:16:10-07:00,src,mem/cache/prefetch,
1325,arch-arm: Fix incorrect operation of VRINT* instructions,修复/纠错,v24.1.0.0,646f994efbc444b40e7a90a90ecc5158777cc554,2024-08-15,2728,1,1,29,28,57,2024-08-15T11:01:48+01:00,2024-08-15T11:01:48+01:00,src,arch,arm
1472,arch-arm: Redirect VHE for ZCR_EL1,其他,v24.1.0.0,280871245b812ff6090ddfbc7a8b33987454d24b,2024-08-16,2729,1,1,2,0,2,2024-08-16T22:49:49+01:00,2024-08-16T22:49:49+01:00,src,arch,arm
1471,arch-riscv: Sign-extend the address in newPCState,其他,v24.1.0.0,aa4fe362a582ca52cff0ccf83b764cc109bbc5c4,2024-08-19,2730,1,1,3,0,3,2024-08-19T08:21:42-07:00,2024-08-19T08:21:42-07:00,src,arch,riscv
1470,arch-riscv: fix GDB breakpoint issue for RV32,修复/纠错,v24.1.0.0,b0d81ec8a2bcece1a510b20d40bd47314b24a89e,2024-08-19,2731,1,3,20,4,24,2024-08-19T10:25:39-07:00,2024-08-19T10:25:39-07:00,src,"arch, base",riscv
1270,"gpu-compute,tests: Move GPU tests to testlib",测试,v24.1.0.0,f600db4a98d4aee4e9543d6e62e5aeeb53146126,2024-08-19,2732,1,8,255,97,352,2024-08-19T10:58:06-07:00,2024-08-19T10:58:06-07:00,".github, tests, configs, ext",".github, tests, configs, ext",
1460,"docs,misc: RELEASE-NOTES.md updates for v24.1",文档/示例,v24.1.0.0,7413d3217c1b926ead7cc19ea8784cf82ac4d37d,2024-08-19,2733,1,1,9,0,9,2024-08-19T10:58:29-07:00,2024-08-19T10:58:29-07:00,RELEASE-NOTES.md,RELEASE-NOTES.md,
1447,"dev,arch-x86: Added softstrobe mode to intel8254 timer",其他,v24.1.0.0,ce4c2c649566d57c7b5c78d29f2199880b9d5a4c,2024-08-19,2734,1,1,4,1,5,2024-08-19T12:21:31-07:00,2024-08-19T12:21:31-07:00,src,dev,
1292,"util-docker: Cleanup, refactor, better document Dockerfiles",重构/整理,v24.1.0.0,0857442e44e9f46dda77982ca422e36a4c38d99c,2024-08-20,2755,1,0,0,0,0,2024-08-20T09:45:47-07:00,2024-08-20T09:45:47-07:00,,,
1477,misc: Update on-create.sh,更新/依赖,v24.1.0.0,1512eddd43dfd37d22e0109ba155def4b9163db6,2024-08-20,2756,1,1,3,0,3,2024-08-20T11:15:33-07:00,2024-08-20T11:15:33-07:00,.devcontainer,.devcontainer,
1485,"tests,gpu-compute: Fix Daily/Weekly GPU tests failures",测试,v24.1.0.0,e7442036a57afd4f570aedd4021fb9a8c1908ab2,2024-08-20,2757,1,2,2,2,4,2024-08-20T14:18:51-07:00,2024-08-20T14:18:51-07:00,.github,.github,
1403,mem: Fixed implementation of Best Offset Prefetcher,其他,v24.1.0.0,f6010439fe54bf39b44892e0884013f28de29642,2024-08-21,2758,1,3,122,48,170,2024-08-21T09:54:20-07:00,2024-08-21T09:54:20-07:00,src,mem/cache/prefetch,
1467,stdlib: Give user's disk_device priority when setting root val,其他,v24.1.0.0,868e287e713bb26a4faa30eb92ecd30bfb45a16b,2024-08-22,2762,1,0,0,0,0,2024-08-22T03:38:56-07:00,2024-08-22T03:38:56-07:00,,,
1496,"tests,gpu-compute: Fix gpu tests",测试,v24.1.0.0,30866376d35e7f99e35fdb1f718ddc6ec80b5c45,2024-08-22,2765,1,0,0,0,0,2024-08-22T05:49:26-07:00,2024-08-22T05:49:26-07:00,,,
1475,resources: update filtering of resources by gem5 versions,更新/依赖,v24.1.0.0,1773001dd6b028c41b75935fd8f6a68972d75b81,2024-08-22,2766,1,1,14,9,23,2024-08-22T09:42:34-07:00,2024-08-22T09:42:34-07:00,src,python,
1446,"base, mem-cache: Make the AssociativeCache more generic",其他,v24.1.0.0,fec28e466e5d6a8093214879e7252d285e011940,2024-08-23,2778,1,0,0,0,0,2024-08-23T21:07:43+01:00,2024-08-23T21:07:43+01:00,,,
1495,arch-arm: Add place holder of registers.,新增/支持,v24.1.0.0,fc391cb9e8767bd51b1937d615ece5cfbfcb2f4e,2024-08-24,2780,1,0,0,0,0,2024-08-24T07:18:23+01:00,2024-08-24T07:18:23+01:00,,,
1512,arch-arm: Use .f32/.f64 suffixes for vfp mnemonics,其他,v24.1.0.0,a679b9e8a337be51569e55190239c8da882a89d0,2024-08-25,2781,1,2,11,12,23,2024-08-25T14:12:18+01:00,2024-08-25T14:12:18+01:00,src,arch,arm
1510,arch-arm: when programming an invalid PMU ID detach the counter,其他,v24.1.0.0,ff1282260692ff8373969fa7dd179790d1f84ce9,2024-08-26,2782,1,1,1,0,1,2024-08-26T10:17:51+01:00,2024-08-26T10:17:51+01:00,src,arch,arm
1438,arch-arm: downgrade a warning to a DPRINTF,其他,v24.1.0.0,3e288305c1e3d8aa3567ad37745901000e398493,2024-08-26,2783,1,1,3,2,5,2024-08-26T10:20:49+01:00,2024-08-26T10:20:49+01:00,src,arch,arm
1326,arch-arm: Fix implicit int-to-float conversion in VCMP,修复/纠错,v24.1.0.0,b9eafdb190064326075109ebae8d1d3887b0b45c,2024-08-26,2784,1,1,16,16,32,2024-08-26T10:22:07+01:00,2024-08-26T10:22:07+01:00,src,arch,arm
1515,tests: Fix gpu-tests,测试,v24.1.0.0,9bd79bc1605dd7f11f00c995c257e71387b83cb3,2024-08-26,2785,1,1,1,1,2,2024-08-26T09:40:28-07:00,2024-08-26T09:40:28-07:00,tests,tests,
